cell_id,region,hour,active_users,traffic_mbps,capacity_mbps,utilization_pct,throughput_mbps,latency_ms,drop_rate_pct,packet_loss_pct,rsrp_dbm,sinr_db,coverage_status,qos_class,distance_km
ORO-04,Oromia,0,15,16.7,100,16.7,70.0,33.7,2.3,0.78,-118.3,13.3,Gap,Poor,6.8
ORO-04,Oromia,1,25,33.3,100,33.3,71.1,29.7,2.22,0.8,-116.5,8.3,Gap,Poor,6.8
ORO-04,Oromia,2,20,25.6,100,25.6,67.2,34.1,2.03,0.77,-119.4,9.7,Gap,Poor,6.8
ORO-04,Oromia,3,17,23.2,100,23.2,69.5,37.2,2.47,0.95,-118.1,14.5,Gap,Poor,6.8
ORO-04,Oromia,4,14,15.7,100,15.7,76.5,30.9,1.59,0.56,-111.9,10.3,Gap,Poor,6.8
ORO-04,Oromia,5,13,15.3,100,15.3,67.6,31.8,2.3,0.84,-119.2,12.0,Gap,Poor,6.8
ORO-04,Oromia,6,23,30.5,100,30.5,66.0,39.9,2.04,0.97,-119.7,9.6,Gap,Poor,6.8
ORO-04,Oromia,7,22,37.1,100,37.1,73.3,36.5,1.98,0.68,-115.1,11.2,Gap,Poor,6.8
ORO-04,Oromia,8,29,47.3,100,47.3,72.3,33.7,1.96,0.65,-116.4,7.0,Gap,Poor,6.8
ORO-04,Oromia,9,26,39.4,100,39.4,70.7,33.3,2.1,0.68,-118.6,9.7,Gap,Poor,6.8
ORO-04,Oromia,10,33,56.1,100,56.1,73.3,34.0,1.78,0.66,-115.6,12.4,Gap,Poor,6.8
ORO-04,Oromia,11,23,37.0,100,37.0,65.9,35.4,2.08,0.6,-119.4,11.0,Gap,Poor,6.8
ORO-04,Oromia,12,13,15.2,100,15.2,64.8,35.0,2.72,1.03,-121.9,10.4,Gap,Poor,6.8
ORO-04,Oromia,13,13,17.4,100,17.4,68.7,34.0,2.36,0.88,-119.9,9.4,Gap,Poor,6.8
ORO-04,Oromia,14,30,41.6,100,41.6,71.2,33.9,2.16,0.65,-116.3,9.6,Gap,Poor,6.8
ORO-04,Oromia,15,28,40.6,100,40.6,65.7,37.6,2.42,0.89,-119.1,11.0,Gap,Poor,6.8
ORO-04,Oromia,16,38,53.7,100,53.7,70.4,28.2,1.92,0.64,-116.8,10.5,Gap,Poor,6.8
ORO-04,Oromia,17,41,63.5,100,63.5,69.8,35.3,2.16,0.85,-119.1,10.8,Gap,Poor,6.8
ORO-04,Oromia,18,33,41.7,100,41.7,68.8,35.6,2.38,0.82,-118.7,12.1,Gap,Poor,6.8
ORO-04,Oromia,19,42,48.5,100,48.5,72.4,30.3,2.22,0.71,-117.8,14.0,Gap,Poor,6.8
ORO-04,Oromia,20,46,53.5,100,53.5,70.7,31.7,1.96,0.73,-116.3,13.2,Gap,Poor,6.8
ORO-04,Oromia,21,37,45.3,100,45.3,68.5,35.7,2.43,0.89,-120.8,8.2,Gap,Poor,6.8
ORO-04,Oromia,22,36,58.6,100,58.6,68.0,35.4,2.0,0.63,-116.2,9.8,Gap,Poor,6.8
ORO-04,Oromia,23,31,46.1,100,46.1,73.7,31.0,1.58,0.44,-114.3,10.8,Gap,Poor,6.8
ORO-05,Oromia,0,17,25.7,50,51.4,48.5,18.4,0.0,0.1,-72.6,17.7,Good,Excellent,1.15
ORO-05,Oromia,1,22,33.8,50,67.6,44.1,21.9,0.0,0.0,-70.2,17.2,Good,Excellent,1.15
ORO-05,Oromia,2,21,24.1,50,48.2,47.0,12.1,0.0,0.0,-76.6,16.0,Good,Excellent,1.15
ORO-05,Oromia,3,19,28.2,50,56.4,48.7,22.0,0.05,0.08,-69.4,20.8,Good,Excellent,1.15
ORO-05,Oromia,4,17,24.9,50,49.8,48.1,16.4,0.0,0.19,-75.3,17.0,Good,Excellent,1.15
ORO-05,Oromia,5,11,15.9,50,31.8,49.2,21.9,0.0,0.05,-68.6,18.6,Good,Excellent,1.15
ORO-05,Oromia,6,21,34.4,50,68.8,49.3,24.1,0.07,0.0,-74.3,19.3,Good,Excellent,1.15
ORO-05,Oromia,7,19,27.0,50,54.0,48.4,16.6,0.0,0.0,-72.9,17.4,Good,Excellent,1.15
ORO-05,Oromia,8,20,26.3,50,52.6,48.1,20.7,0.0,0.0,-71.8,18.3,Good,Excellent,1.15
ORO-05,Oromia,9,24,33.3,50,66.6,42.7,23.7,0.0,0.02,-72.6,19.0,Good,Excellent,1.15
ORO-05,Oromia,10,25,33.6,50,67.2,47.1,18.0,0.0,0.11,-73.2,18.9,Good,Excellent,1.15
ORO-05,Oromia,11,24,40.1,50,80.2,44.7,35.8,0.15,0.0,-73.5,17.8,Good,Good,1.15
ORO-05,Oromia,12,20,33.5,50,67.0,49.8,23.3,0.0,0.1,-72.0,18.6,Good,Excellent,1.15
ORO-05,Oromia,13,22,24.8,50,49.6,50.3,16.2,0.0,0.0,-74.3,18.7,Good,Excellent,1.15
ORO-05,Oromia,14,22,24.2,50,48.4,52.0,15.1,0.0,0.0,-65.6,15.8,Good,Excellent,1.15
ORO-05,Oromia,15,25,42.4,50,84.8,44.6,37.5,0.66,0.28,-70.5,13.9,Good,Good,1.15
ORO-05,Oromia,16,27,33.3,50,66.6,43.6,27.0,0.14,0.01,-69.6,17.2,Good,Excellent,1.15
ORO-05,Oromia,17,31,50.9,50,101.8,37.7,55.2,1.62,0.65,-74.0,17.1,Good,Fair,1.15
ORO-05,Oromia,18,37,47.3,50,94.6,36.1,51.3,1.28,0.42,-74.2,16.2,Good,Fair,1.15
ORO-05,Oromia,19,43,68.6,50,137.2,24.1,89.4,3.64,1.27,-74.7,14.4,Good,Poor,1.15
ORO-05,Oromia,20,39,52.1,50,104.2,34.2,56.2,1.96,0.62,-69.6,18.9,Good,Fair,1.15
ORO-05,Oromia,21,33,36.5,50,73.0,48.7,25.0,0.0,0.15,-71.1,17.5,Good,Excellent,1.15
ORO-05,Oromia,22,37,60.6,50,121.2,28.3,70.0,2.57,0.86,-74.5,15.0,Good,Poor,1.15
ORO-05,Oromia,23,32,38.1,50,76.2,45.6,25.3,0.19,0.0,-76.1,14.8,Good,Excellent,1.15
ORO-06,Oromia,0,14,21.8,40,54.5,26.9,27.9,1.28,0.53,-109.3,11.7,Poor,Fair,6.95
ORO-06,Oromia,1,16,24.3,40,60.8,33.9,25.2,0.87,0.22,-107.9,14.2,Poor,Fair,6.95
ORO-06,Oromia,2,19,31.7,40,79.2,27.5,47.4,1.9,0.78,-114.6,11.0,Gap,Poor,6.95
ORO-06,Oromia,3,26,32.3,40,80.7,30.4,44.7,1.23,0.38,-107.4,13.7,Poor,Fair,6.95
ORO-06,Oromia,4,17,20.0,40,50.0,31.2,31.9,1.32,0.52,-111.8,11.0,Gap,Poor,6.95
ORO-06,Oromia,5,19,30.4,40,76.0,25.9,43.8,1.13,0.29,-110.2,12.7,Gap,Poor,6.95
ORO-06,Oromia,6,20,30.8,40,77.0,27.5,46.8,1.7,0.54,-110.9,12.0,Gap,Poor,6.95
ORO-06,Oromia,7,19,25.2,40,63.0,33.9,34.3,1.03,0.25,-109.0,14.0,Poor,Fair,6.95
ORO-06,Oromia,8,26,32.9,40,82.2,25.0,48.6,1.92,0.62,-110.5,9.4,Gap,Poor,6.95
ORO-06,Oromia,9,26,34.0,40,85.0,25.7,48.3,1.98,0.61,-112.7,10.2,Gap,Poor,6.95
ORO-06,Oromia,10,24,27.5,40,68.8,31.8,33.1,1.37,0.58,-109.6,13.4,Poor,Fair,6.95
ORO-06,Oromia,11,19,31.9,40,79.8,31.2,48.5,1.03,0.29,-107.6,11.1,Poor,Fair,6.95
ORO-06,Oromia,12,22,36.7,40,91.8,28.5,58.7,2.06,0.86,-109.9,11.7,Poor,Poor,6.95
ORO-06,Oromia,13,18,30.1,40,75.2,32.3,36.1,0.84,0.28,-106.9,12.9,Poor,Fair,6.95
ORO-06,Oromia,14,17,28.0,40,70.0,33.3,37.9,1.55,0.54,-112.9,11.6,Gap,Poor,6.95
ORO-06,Oromia,15,29,36.1,40,90.2,26.0,54.9,2.05,0.66,-110.5,11.7,Gap,Poor,6.95
ORO-06,Oromia,16,29,33.0,40,82.5,32.9,47.7,1.19,0.45,-105.6,12.6,Poor,Fair,6.95
ORO-06,Oromia,17,39,57.3,40,143.2,10.4,101.0,5.09,1.76,-107.5,9.1,Poor,Poor,6.95
ORO-06,Oromia,18,44,55.5,40,138.8,15.3,98.9,5.06,1.71,-107.6,7.7,Poor,Poor,6.95
ORO-06,Oromia,19,39,52.9,40,132.2,15.0,91.6,3.97,1.39,-105.0,8.1,Poor,Poor,6.95
ORO-06,Oromia,20,39,44.2,40,110.5,21.5,70.4,3.31,1.08,-107.6,10.3,Poor,Poor,6.95
ORO-06,Oromia,21,34,40.7,40,101.8,24.5,66.6,2.48,0.82,-107.6,11.6,Poor,Poor,6.95
ORO-06,Oromia,22,30,42.3,40,105.8,21.5,71.1,3.44,1.28,-114.1,9.9,Gap,Poor,6.95
ORO-06,Oromia,23,25,35.1,40,87.8,26.7,61.9,2.01,0.68,-109.9,10.3,Poor,Poor,6.95
AMH-01,Amhara,0,16,17.7,80,22.1,79.2,14.1,0.0,0.0,-83.2,15.2,Good,Excellent,2.97
AMH-01,Amhara,1,16,25.9,80,32.4,76.7,10.5,0.0,0.0,-79.2,18.2,Good,Excellent,2.97
AMH-01,Amhara,2,12,17.4,80,21.7,74.2,14.5,0.0,0.0,-83.0,17.5,Good,Excellent,2.97
AMH-01,Amhara,3,15,21.6,80,27.0,77.1,17.1,0.0,0.14,-82.5,18.3,Good,Excellent,2.97
AMH-01,Amhara,4,20,25.9,80,32.4,75.9,21.8,0.0,0.06,-77.5,20.1,Good,Excellent,2.97
AMH-01,Amhara,5,13,19.6,80,24.5,76.8,18.6,0.14,0.03,-81.2,20.0,Good,Excellent,2.97
AMH-01,Amhara,6,16,26.1,80,32.6,75.6,20.9,0.0,0.03,-80.4,19.6,Good,Excellent,2.97
AMH-01,Amhara,7,16,22.7,80,28.4,75.2,8.4,0.0,0.0,-79.5,18.1,Good,Excellent,2.97
AMH-01,Amhara,8,24,30.4,80,38.0,77.3,17.4,0.05,0.02,-85.4,17.9,Fair,Good,2.97
AMH-01,Amhara,9,23,39.0,80,48.8,76.3,15.2,0.23,0.15,-82.6,17.1,Good,Excellent,2.97
AMH-01,Amhara,10,21,23.7,80,29.6,78.2,14.8,0.0,0.08,-81.1,17.7,Good,Excellent,2.97
AMH-01,Amhara,11,23,26.7,80,33.4,78.9,9.4,0.0,0.02,-82.2,17.1,Good,Excellent,2.97
AMH-01,Amhara,12,23,25.5,80,31.9,79.2,12.7,0.0,0.0,-80.9,16.6,Good,Excellent,2.97
AMH-01,Amhara,13,17,24.9,80,31.1,76.3,19.5,0.0,0.08,-79.2,17.5,Good,Excellent,2.97
AMH-01,Amhara,14,23,30.6,80,38.2,78.1,16.9,0.06,0.07,-85.2,18.5,Fair,Good,2.97
AMH-01,Amhara,15,32,46.4,80,58.0,77.1,15.8,0.23,0.0,-82.8,16.4,Good,Excellent,2.97
AMH-01,Amhara,16,34,52.7,80,65.9,75.7,25.2,0.13,0.0,-82.1,15.7,Good,Excellent,2.97
AMH-01,Amhara,17,45,70.5,80,88.1,67.3,43.7,0.72,0.21,-82.8,18.5,Good,Good,2.97
AMH-01,Amhara,18,42,56.7,80,70.9,74.8,30.1,0.01,0.0,-80.3,18.5,Good,Good,2.97
AMH-01,Amhara,19,48,72.0,80,90.0,66.0,45.7,0.99,0.43,-81.9,15.8,Good,Good,2.97
AMH-01,Amhara,20,44,56.8,80,71.0,73.4,29.2,0.01,0.0,-83.1,19.6,Good,Excellent,2.97
AMH-01,Amhara,21,37,49.4,80,61.8,77.8,21.1,0.04,0.0,-82.0,17.1,Good,Excellent,2.97
AMH-01,Amhara,22,34,45.1,80,56.4,75.0,22.7,0.0,0.0,-79.4,15.7,Good,Excellent,2.97
AMH-01,Amhara,23,34,56.6,80,70.8,74.7,28.9,0.03,0.06,-81.0,17.9,Good,Excellent,2.97
AMH-02,Amhara,0,18,21.5,120,17.9,115.1,13.4,0.3,0.06,-72.0,20.5,Good,Excellent,0.97
AMH-02,Amhara,1,20,22.2,120,18.5,115.7,17.5,0.0,0.24,-73.5,20.0,Good,Excellent,0.97
AMH-02,Amhara,2,16,23.1,120,19.2,117.5,20.7,0.0,0.0,-73.8,17.7,Good,Excellent,0.97
AMH-02,Amhara,3,11,17.9,120,14.9,114.9,15.0,0.0,0.02,-73.9,19.2,Good,Excellent,0.97
AMH-02,Amhara,4,19,30.1,120,25.1,113.9,17.4,0.0,0.0,-74.1,19.2,Good,Excellent,0.97
AMH-02,Amhara,5,12,13.7,120,11.4,110.5,15.3,0.0,0.0,-76.1,16.9,Good,Excellent,0.97
AMH-02,Amhara,6,22,28.2,120,23.5,112.5,12.1,0.0,0.01,-75.7,17.5,Good,Excellent,0.97
AMH-02,Amhara,7,17,20.2,120,16.8,110.2,15.5,0.2,0.09,-72.7,17.4,Good,Excellent,0.97
AMH-02,Amhara,8,17,23.9,120,19.9,113.8,10.7,0.0,0.0,-73.9,16.5,Good,Excellent,0.97
AMH-02,Amhara,9,21,23.8,120,19.8,115.1,20.9,0.17,0.11,-77.3,14.5,Good,Excellent,0.97
AMH-02,Amhara,10,28,39.8,120,33.2,113.9,11.8,0.0,0.14,-75.3,19.3,Good,Excellent,0.97
AMH-02,Amhara,11,21,27.7,120,23.1,112.9,10.1,0.0,0.03,-75.3,19.6,Good,Excellent,0.97
AMH-02,Amhara,12,16,23.2,120,19.3,114.6,11.5,0.22,0.0,-69.8,17.8,Good,Excellent,0.97
AMH-02,Amhara,13,16,19.4,120,16.2,114.9,14.7,0.06,0.01,-76.7,16.9,Good,Excellent,0.97
AMH-02,Amhara,14,18,28.4,120,23.7,116.4,16.6,0.0,0.04,-76.2,17.7,Good,Excellent,0.97
AMH-02,Amhara,15,30,36.9,120,30.8,114.6,17.1,0.2,0.13,-75.5,18.8,Good,Excellent,0.97
AMH-02,Amhara,16,27,35.4,120,29.5,112.1,14.0,0.04,0.0,-74.7,16.6,Good,Excellent,0.97
AMH-02,Amhara,17,38,59.1,120,49.2,117.9,11.8,0.18,0.03,-74.8,16.2,Good,Excellent,0.97
AMH-02,Amhara,18,36,44.0,120,36.7,115.5,16.6,0.08,0.34,-74.4,14.8,Good,Excellent,0.97
AMH-02,Amhara,19,30,42.9,120,35.8,110.9,15.1,0.04,0.0,-72.0,17.7,Good,Excellent,0.97
AMH-02,Amhara,20,38,50.5,120,42.1,112.9,17.1,0.0,0.06,-75.7,19.9,Good,Excellent,0.97
AMH-02,Amhara,21,42,69.6,120,58.0,117.1,16.4,0.0,0.0,-76.1,17.8,Good,Excellent,0.97
AMH-02,Amhara,22,29,43.7,120,36.4,112.2,18.9,0.13,0.16,-72.8,17.3,Good,Excellent,0.97
AMH-02,Amhara,23,26,35.5,120,29.6,113.1,12.5,0.0,0.02,-76.5,16.1,Good,Excellent,0.97
AMH-03,Amhara,0,13,14.8,80,18.5,74.4,14.3,0.0,0.0,-69.3,19.1,Good,Excellent,3.9
AMH-03,Amhara,1,23,31.7,80,39.6,77.5,17.3,0.19,0.01,-70.8,18.9,Good,Excellent,3.9
AMH-03,Amhara,2,14,16.3,80,20.4,76.3,17.8,0.03,0.03,-66.2,17.3,Good,Excellent,3.9
AMH-03,Amhara,3,13,15.2,80,19.0,76.8,14.1,0.17,0.21,-69.2,18.2,Good,Excellent,3.9
AMH-03,Amhara,4,16,18.0,80,22.5,76.1,19.2,0.0,0.13,-71.9,18.3,Good,Excellent,3.9
AMH-03,Amhara,5,12,18.8,80,23.5,73.2,17.3,0.03,0.03,-71.5,17.6,Good,Excellent,3.9
AMH-03,Amhara,6,21,34.0,80,42.5,77.4,18.4,0.0,0.03,-69.0,17.5,Good,Excellent,3.9
AMH-03,Amhara,7,20,22.4,80,28.0,76.0,14.6,0.0,0.02,-71.4,19.1,Good,Excellent,3.9
AMH-03,Amhara,8,26,42.6,80,53.2,76.2,14.1,0.04,0.0,-71.0,18.6,Good,Excellent,3.9
AMH-03,Amhara,9,22,31.7,80,39.6,79.0,17.3,0.0,0.07,-70.6,17.6,Good,Excellent,3.9
AMH-03,Amhara,10,19,28.6,80,35.8,77.3,16.4,0.0,0.0,-70.2,16.9,Good,Excellent,3.9
AMH-03,Amhara,11,23,29.9,80,37.4,79.1,16.2,0.01,0.0,-71.5,16.9,Good,Excellent,3.9
AMH-03,Amhara,12,22,33.2,80,41.5,79.2,14.9,0.35,0.28,-71.3,15.2,Good,Excellent,3.9
AMH-03,Amhara,13,18,22.9,80,28.6,76.2,11.4,0.0,0.02,-70.9,18.1,Good,Excellent,3.9
AMH-03,Amhara,14,21,33.6,80,42.0,73.0,13.0,0.0,0.0,-70.0,17.0,Good,Excellent,3.9
AMH-03,Amhara,15,25,39.2,80,49.0,76.6,18.3,0.0,0.0,-72.5,14.8,Good,Excellent,3.9
AMH-03,Amhara,16,38,51.7,80,64.6,77.0,19.3,0.05,0.0,-69.2,15.6,Good,Excellent,3.9
AMH-03,Amhara,17,39,59.6,80,74.5,72.0,27.1,0.04,0.04,-72.3,19.4,Good,Excellent,3.9
AMH-03,Amhara,18,41,54.5,80,68.1,75.6,19.2,0.0,0.0,-71.7,21.3,Good,Excellent,3.9
AMH-03,Amhara,19,38,62.0,80,77.5,72.2,28.6,0.36,0.1,-70.1,13.3,Good,Excellent,3.9
AMH-03,Amhara,20,47,61.3,80,76.6,72.2,30.8,0.0,0.0,-70.9,16.0,Good,Good,3.9
AMH-03,Amhara,21,35,39.3,80,49.1,76.9,18.0,0.0,0.0,-70.3,18.0,Good,Excellent,3.9
AMH-03,Amhara,22,36,51.8,80,64.8,74.9,21.5,0.0,0.0,-64.6,20.0,Good,Excellent,3.9
AMH-03,Amhara,23,20,24.0,80,30.0,75.3,15.4,0.02,0.0,-71.4,16.4,Good,Excellent,3.9
AMH-04,Amhara,0,19,26.5,75,35.3,51.4,29.0,2.45,0.76,-120.1,9.5,Gap,Poor,7.36
AMH-04,Amhara,1,13,16.4,75,21.9,50.7,35.2,2.2,0.74,-118.4,8.3,Gap,Poor,7.36
AMH-04,Amhara,2,19,28.2,75,37.6,54.0,33.6,1.7,0.48,-114.7,11.3,Gap,Poor,7.36
AMH-04,Amhara,3,14,22.3,75,29.7,53.2,30.0,1.53,0.64,-113.7,12.8,Gap,Poor,7.36
AMH-04,Amhara,4,19,21.8,75,29.1,56.9,32.3,1.7,0.45,-114.6,13.5,Gap,Poor,7.36
AMH-04,Amhara,5,19,25.8,75,34.4,54.2,32.8,1.75,0.65,-114.3,9.1,Gap,Poor,7.36
AMH-04,Amhara,6,23,36.1,75,48.1,56.0,30.4,1.66,0.65,-114.4,10.8,Gap,Poor,7.36
AMH-04,Amhara,7,23,33.6,75,44.8,51.7,29.8,1.6,0.62,-114.3,14.6,Gap,Poor,7.36
AMH-04,Amhara,8,25,36.9,75,49.2,54.3,35.1,2.08,0.56,-117.7,12.1,Gap,Poor,7.36
AMH-04,Amhara,9,31,42.8,75,57.1,49.1,35.2,2.34,0.72,-118.2,13.8,Gap,Poor,7.36
AMH-04,Amhara,10,34,55.6,75,74.1,52.9,42.5,1.51,0.46,-112.3,15.0,Gap,Poor,7.36
AMH-04,Amhara,11,20,26.9,75,35.9,54.9,26.4,1.88,0.68,-114.9,10.7,Gap,Poor,7.36
AMH-04,Amhara,12,24,36.2,75,48.3,54.7,29.5,2.12,0.88,-116.1,11.8,Gap,Poor,7.36
AMH-04,Amhara,13,19,27.2,75,36.3,52.5,36.2,2.11,0.67,-117.8,10.5,Gap,Poor,7.36
AMH-04,Amhara,14,18,27.5,75,36.7,51.3,34.1,2.34,1.04,-118.7,9.7,Gap,Poor,7.36
AMH-04,Amhara,15,20,26.6,75,35.5,50.1,34.8,2.22,0.75,-119.3,12.9,Gap,Poor,7.36
AMH-04,Amhara,16,32,52.0,75,69.3,50.9,37.2,2.24,0.88,-117.1,12.7,Gap,Poor,7.36
AMH-04,Amhara,17,35,51.8,75,69.1,56.2,43.7,1.93,0.7,-115.4,10.1,Gap,Poor,7.36
AMH-04,Amhara,18,42,61.8,75,82.4,48.4,54.7,2.43,0.83,-116.9,7.7,Gap,Poor,7.36
AMH-04,Amhara,19,61,84.6,75,112.8,33.6,75.5,3.65,1.3,-113.4,12.2,Gap,Poor,7.36
AMH-04,Amhara,20,45,50.6,75,67.5,55.6,32.8,1.51,0.55,-111.6,12.6,Gap,Poor,7.36
AMH-04,Amhara,21,44,67.7,75,90.3,42.8,57.1,2.53,1.03,-112.8,8.7,Gap,Poor,7.36
AMH-04,Amhara,22,31,34.5,75,46.0,54.5,36.4,2.19,0.67,-116.7,11.1,Gap,Poor,7.36
AMH-04,Amhara,23,26,35.7,75,47.6,53.8,30.5,1.79,0.63,-114.4,11.7,Gap,Poor,7.36
AMH-05,Amhara,0,11,12.5,50,25.0,47.2,19.2,0.23,0.2,-80.2,18.0,Good,Excellent,1.94
AMH-05,Amhara,1,16,22.0,50,44.0,46.9,14.9,0.0,0.0,-74.5,17.1,Good,Excellent,1.94
AMH-05,Amhara,2,17,27.6,50,55.2,47.1,16.2,0.23,0.15,-79.8,17.2,Good,Excellent,1.94
AMH-05,Amhara,3,14,18.5,50,37.0,51.5,17.0,0.0,0.02,-79.9,16.5,Good,Excellent,1.94
AMH-05,Amhara,4,17,22.5,50,45.0,46.8,10.1,0.0,0.0,-76.9,21.5,Good,Excellent,1.94
AMH-05,Amhara,5,16,26.4,50,52.8,48.7,12.9,0.0,0.0,-81.1,16.5,Good,Excellent,1.94
AMH-05,Amhara,6,20,27.6,50,55.2,44.4,19.5,0.05,0.0,-77.1,17.3,Good,Excellent,1.94
AMH-05,Amhara,7,19,21.2,50,42.4,48.2,16.7,0.0,0.04,-78.4,16.0,Good,Excellent,1.94
AMH-05,Amhara,8,22,27.7,50,55.4,42.6,11.5,0.0,0.01,-79.7,18.0,Good,Excellent,1.94
AMH-05,Amhara,9,22,30.5,50,61.0,49.1,15.4,0.0,0.06,-76.9,18.8,Good,Excellent,1.94
AMH-05,Amhara,10,24,28.5,50,57.0,44.2,20.3,0.0,0.05,-79.9,19.2,Good,Excellent,1.94
AMH-05,Amhara,11,17,18.8,50,37.6,47.9,16.0,0.0,0.0,-77.9,17.4,Good,Excellent,1.94
AMH-05,Amhara,12,27,37.0,50,74.0,42.0,22.8,0.1,0.09,-76.0,15.1,Good,Excellent,1.94
AMH-05,Amhara,13,23,26.1,50,52.2,47.0,14.5,0.0,0.04,-75.6,19.4,Good,Excellent,1.94
AMH-05,Amhara,14,15,23.4,50,46.8,46.8,16.2,0.01,0.04,-74.1,16.5,Good,Excellent,1.94
AMH-05,Amhara,15,40,55.8,50,111.6,31.1,63.1,2.36,0.77,-80.8,15.4,Good,Poor,1.94
AMH-05,Amhara,16,32,47.6,50,95.2,38.9,47.8,1.2,0.56,-79.0,17.3,Good,Fair,1.94
AMH-05,Amhara,17,41,60.2,50,120.4,28.3,74.6,2.61,0.92,-79.3,15.2,Good,Poor,1.94
AMH-05,Amhara,18,51,70.2,50,140.4,21.5,88.7,4.12,1.49,-75.7,14.7,Good,Poor,1.94
AMH-05,Amhara,19,48,65.3,50,130.6,23.6,76.5,3.47,1.3,-78.5,11.6,Good,Poor,1.94
AMH-05,Amhara,20,44,57.6,50,115.2,30.4,62.7,2.33,0.87,-76.4,12.6,Good,Poor,1.94
AMH-05,Amhara,21,38,57.7,50,115.4,29.0,64.7,2.26,0.79,-75.4,13.1,Good,Poor,1.94
AMH-05,Amhara,22,32,52.7,50,105.4,34.0,53.9,1.95,0.67,-77.6,14.6,Good,Fair,1.94
AMH-05,Amhara,23,24,31.0,50,62.0,45.7,16.8,0.11,0.0,-79.5,18.2,Good,Excellent,1.94
AMH-06,Amhara,0,17,24.8,40,62.0,33.2,28.1,0.67,0.26,-107.2,15.7,Poor,Fair,6.33
AMH-06,Amhara,1,14,17.5,40,43.8,30.2,29.9,0.54,0.21,-105.4,11.4,Poor,Fair,6.33
AMH-06,Amhara,2,11,15.5,40,38.8,34.6,25.3,1.13,0.44,-108.1,12.1,Poor,Fair,6.33
AMH-06,Amhara,3,23,27.4,40,68.5,36.5,35.3,0.88,0.32,-106.8,15.3,Poor,Fair,6.33
AMH-06,Amhara,4,15,16.9,40,42.2,31.5,22.5,1.0,0.35,-105.8,13.7,Poor,Fair,6.33
AMH-06,Amhara,5,15,23.3,40,58.2,33.1,27.2,1.15,0.35,-108.3,10.9,Poor,Fair,6.33
AMH-06,Amhara,6,22,36.9,40,92.2,28.0,58.6,1.87,0.68,-108.7,11.1,Poor,Fair,6.33
AMH-06,Amhara,7,21,28.5,40,71.2,32.8,28.8,0.32,0.06,-103.7,15.6,Poor,Fair,6.33
AMH-06,Amhara,8,21,34.4,40,86.0,27.8,50.6,1.46,0.5,-107.3,13.0,Poor,Fair,6.33
AMH-06,Amhara,9,23,28.7,40,71.8,32.5,36.2,0.44,0.19,-104.3,13.4,Poor,Fair,6.33
AMH-06,Amhara,10,25,35.0,40,87.5,27.4,47.5,1.55,0.57,-106.2,15.9,Poor,Fair,6.33
AMH-06,Amhara,11,19,29.5,40,73.8,33.4,34.0,0.69,0.33,-104.7,13.4,Poor,Fair,6.33
AMH-06,Amhara,12,18,21.6,40,54.0,35.3,24.8,0.6,0.18,-106.4,13.7,Poor,Fair,6.33
AMH-06,Amhara,13,26,31.6,40,79.0,28.7,49.0,1.06,0.4,-106.3,15.9,Poor,Fair,6.33
AMH-06,Amhara,14,26,41.7,40,104.2,26.2,61.9,2.13,0.77,-103.8,13.4,Poor,Poor,6.33
AMH-06,Amhara,15,27,30.5,40,76.2,28.4,42.0,0.98,0.28,-106.4,13.7,Poor,Fair,6.33
AMH-06,Amhara,16,32,35.4,40,88.5,25.2,46.2,1.52,0.36,-105.6,12.7,Poor,Fair,6.33
AMH-06,Amhara,17,37,51.9,40,129.8,15.4,88.4,4.14,1.59,-109.0,8.5,Poor,Poor,6.33
AMH-06,Amhara,18,41,49.9,40,124.8,15.6,75.7,3.77,1.25,-105.4,11.4,Poor,Poor,6.33
AMH-06,Amhara,19,44,64.1,40,160.2,7.1,117.3,5.68,1.96,-106.5,6.7,Poor,Poor,6.33
AMH-06,Amhara,20,36,41.1,40,102.8,22.0,62.6,2.04,0.73,-105.8,11.7,Poor,Poor,6.33
AMH-06,Amhara,21,36,55.1,40,137.8,12.6,98.7,4.86,1.65,-106.8,7.7,Poor,Poor,6.33
AMH-06,Amhara,22,33,53.4,40,133.5,16.0,90.8,4.1,1.5,-105.9,8.9,Poor,Poor,6.33
AMH-06,Amhara,23,34,51.8,40,129.5,13.7,93.4,4.27,1.43,-109.6,7.6,Poor,Poor,6.33
TIG-01,Tigray,0,16,19.7,120,16.4,114.5,21.1,0.0,0.08,-87.9,15.0,Fair,Good,1.55
TIG-01,Tigray,1,15,24.1,120,20.1,112.1,12.4,0.26,0.08,-85.4,18.7,Fair,Good,1.55
TIG-01,Tigray,2,12,16.7,120,13.9,114.0,19.8,0.01,0.02,-86.6,17.6,Fair,Good,1.55
TIG-01,Tigray,3,17,28.4,120,23.7,117.3,18.3,0.0,0.0,-86.7,20.4,Fair,Good,1.55
TIG-01,Tigray,4,16,18.7,120,15.6,112.8,14.3,0.14,0.13,-83.0,17.3,Good,Excellent,1.55
TIG-01,Tigray,5,22,33.5,120,27.9,118.8,16.5,0.0,0.0,-83.1,18.0,Good,Excellent,1.55
TIG-01,Tigray,6,22,32.6,120,27.2,115.4,17.6,0.07,0.04,-82.5,14.3,Good,Excellent,1.55
TIG-01,Tigray,7,25,37.6,120,31.3,115.1,18.8,0.0,0.03,-85.5,19.0,Fair,Good,1.55
